"Subject" "Activity_Label" "Variable" "Mean_of_Variable"
15 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.0906658516
16 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.0730144651530055
17 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.0937536148541667
17 "SITTING" "tBodyGyro-mean()-Z" 0.0745157818036562
19 "SITTING" "tBodyGyro-mean()-Z" 0.0883609591559167
21 "SITTING" "tBodyGyro-mean()-Z" 0.0861212668362745
22 "SITTING" "tBodyGyro-mean()-Z" 0.0846177356545454
22 "STANDING" "tBodyGyro-mean()-Z" 0.0758043878666667
23 "STANDING" "tBodyGyro-mean()-Z" 0.074694942324328
25 "STANDING" "tBodyGyro-mean()-Z" 0.0993606079900489
26 "STANDING" "tBodyGyro-mean()-Z" 0.0917853294044643
27 "STANDING" "tBodyGyro-mean()-Z" 0.0809994171153846
27 "LAYING" "tBodyGyro-mean()-Z" 0.116262252263758
28 "LAYING" "tBodyGyro-mean()-Z" 0.100840281329581
29 "LAYING" "tBodyGyro-mean()-Z" 0.0881626266546221
30 "LAYING" "tBodyGyro-mean()-Z" 0.0834544586693995
2 "WALKING" "tBodyGyro-mean()-Z" 0.0872599422291391
4 "WALKING" "tBodyGyro-mean()-Z" 0.0956607416628866
4 "WALKING_UPSTAIRS" "tBodyGyro-mean()-Z" 0.0958069867471545
9 "WALKING_UPSTAIRS" "tBodyGyro-mean()-Z" 0.109092913237986
10 "WALKING_UPSTAIRS" "tBodyGyro-mean()-Z" 0.0966117812
10 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.089594378107906
12 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.100946227484946
12 "SITTING" "tBodyGyro-mean()-Z" 0.089311570049403
13 "SITTING" "tBodyGyro-mean()-Z" 0.098866059686422
18 "SITTING" "tBodyGyro-mean()-Z" 0.0854533145
18 "STANDING" "tBodyGyro-mean()-Z" 0.0913241464640719
20 "STANDING" "tBodyGyro-mean()-Z" 0.082163496089899
20 "LAYING" "tBodyGyro-mean()-Z" 0.0900253976657692
24 "LAYING" "tBodyGyro-mean()-Z" 0.0841740375981627
1 "WALKING" "tBodyGyro-std()-X" -0.686555715201729
3 "WALKING" "tBodyGyro-std()-X" -0.699262195705865
5 "WALKING" "tBodyGyro-std()-X" -0.709955676983444
6 "WALKING" "tBodyGyro-std()-X" -0.767068673052966
6 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.35344952441573
7 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.687155474097403
8 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.65621924228185
11 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.739922126628797
14 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.973762051772152
14 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.649305014086066
15 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.696859473045732
16 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.799534450491803
17 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.985719333333333
17 "SITTING" "tBodyGyro-std()-X" -0.7250048879375
19 "SITTING" "tBodyGyro-std()-X" -0.637789914575556
21 "SITTING" "tBodyGyro-std()-X" -0.79617228689951
22 "SITTING" "tBodyGyro-std()-X" -0.743170551461616
22 "STANDING" "tBodyGyro-std()-X" -0.619856056592683
23 "STANDING" "tBodyGyro-std()-X" -0.755738625241936
25 "STANDING" "tBodyGyro-std()-X" -0.683131970775061
26 "STANDING" "tBodyGyro-std()-X" -0.766673970339286
27 "STANDING" "tBodyGyro-std()-X" -0.987584196794872
27 "LAYING" "tBodyGyro-std()-X" -0.745669027144295
28 "LAYING" "tBodyGyro-std()-X" -0.740276591873298
29 "LAYING" "tBodyGyro-std()-X" -0.73469927369157
30 "LAYING" "tBodyGyro-std()-X" -0.671005846122715
2 "WALKING" "tBodyGyro-std()-X" -0.710648927815894
4 "WALKING" "tBodyGyro-std()-X" -0.750915960835052
4 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.623295736308943
9 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.676452392569444
10 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.970429545833333
10 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.597873796746581
12 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.764316840252151
12 "SITTING" "tBodyGyro-std()-X" -0.677307561997761
13 "SITTING" "tBodyGyro-std()-X" -0.715109859672783
18 "SITTING" "tBodyGyro-std()-X" -0.950461505666667
18 "STANDING" "tBodyGyro-std()-X" -0.791426443721557
20 "STANDING" "tBodyGyro-std()-X" -0.70994810379798
20 "LAYING" "tBodyGyro-std()-X" -0.652396391814102
24 "LAYING" "tBodyGyro-std()-X" -0.776199049939633
1 "WALKING" "tBodyGyro-std()-Y" -0.450979810499568
3 "WALKING" "tBodyGyro-std()-Y" -0.76302218170088
5 "WALKING" "tBodyGyro-std()-Y" -0.705638306688742
6 "WALKING" "tBodyGyro-std()-Y" -0.761438068516949
6 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.267781342044944
7 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.652408657909091
8 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.570941237019217
11 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.703501766487342
14 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.962039041139241
14 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" -0.216650778374795
15 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" -0.708779069191463
16 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" -0.810124133715847
17 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" -0.985762623125
17 "SITTING" "tBodyGyro-std()-Y" -0.73173270325
19 "SITTING" "tBodyGyro-std()-Y" -0.643866300560306
21 "SITTING" "tBodyGyro-std()-Y" -0.765057760637255
22 "SITTING" "tBodyGyro-std()-Y" -0.836307422323232
22 "STANDING" "tBodyGyro-std()-Y" -0.699934248861789
23 "STANDING" "tBodyGyro-std()-Y" -0.500338191139785
25 "STANDING" "tBodyGyro-std()-Y" -0.752261013276284
26 "STANDING" "tBodyGyro-std()-Y" -0.800675471045918
27 "STANDING" "tBodyGyro-std()-Y" -0.983939928846154
27 "LAYING" "tBodyGyro-std()-Y" -0.754439610369128
28 "LAYING" "tBodyGyro-std()-Y" -0.741285540196335
29 "LAYING" "tBodyGyro-std()-Y" -0.634569173421512
30 "LAYING" "tBodyGyro-std()-Y" -0.538990663942298
2 "WALKING" "tBodyGyro-std()-Y" -0.722943674337748
4 "WALKING" "tBodyGyro-std()-Y" -0.828888294742268
4 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.749889456666667
9 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.670498220701389
10 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.976850974833333
10 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" -0.492482432210256
12 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" -0.774444433548387
12 "SITTING" "tBodyGyro-std()-Y" -0.680398804104478
13 "SITTING" "tBodyGyro-std()-Y" -0.645728612088685
18 "SITTING" "tBodyGyro-std()-Y" -0.977660980333333
18 "STANDING" "tBodyGyro-std()-Y" -0.759370761556886
20 "STANDING" "tBodyGyro-std()-Y" -0.642839666627273
20 "LAYING" "tBodyGyro-std()-Y" -0.485894484605705
24 "LAYING" "tBodyGyro-std()-Y" -0.763365457296588
1 "WALKING" "tBodyGyro-std()-Z" -0.597496136795101
3 "WALKING" "tBodyGyro-std()-Z" -0.709483440322581
5 "WALKING" "tBodyGyro-std()-Z" -0.606589817380795
6 "WALKING" "tBodyGyro-std()-Z" -0.723490206153814
6 "WALKING_UPSTAIRS" "tBodyGyro-std()-Z" -0.272215022761798
7 "WALKING_UPSTAIRS" "tBodyGyro-std()-Z" -0.663340760331169
8 "WALKING_UPSTAIRS" "tBodyGyro-std()-Z" -0.511392038012811
11 "WALKING_UPSTAIRS" "tBodyGyro-std()-Z" -0.725016008797468
14 "WALKING_UPSTAIRS" "tBodyGyro-std()-Z" -0.967101618101266
14 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Z" -0.16936650962377
15 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Z" -0.721826987530488
16 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Z" -0.737629967961749
17 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Z" -0.985666489166667
17 "SITTING" "tBodyGyro-std()-Z" -0.681002221107187
19 "SITTING" "tBodyGyro-std()-Z" -0.645682212189167
21 "SITTING" "tBodyGyro-std()-Z" -0.701642028499559
22 "SITTING" "tBodyGyro-std()-Z" -0.720618809515152
22 "STANDING" "tBodyGyro-std()-Z" -0.547955275764228
23 "STANDING" "tBodyGyro-std()-Z" -0.609683451821774
25 "STANDING" "tBodyGyro-std()-Z" -0.74741022
26 "STANDING" "tBodyGyro-std()-Z" -0.703347205619898
27 "STANDING" "tBodyGyro-std()-Z" -0.977847181794872
27 "LAYING" "tBodyGyro-std()-Z" -0.594631679097316
28 "LAYING" "tBodyGyro-std()-Z" -0.669789662889791
29 "LAYING" "tBodyGyro-std()-Z" -0.713864583982558
30 "LAYING" "tBodyGyro-std()-Z" -0.589783442185379
2 "WALKING" "tBodyGyro-std()-Z" -0.634888927843046
4 "WALKING" "tBodyGyro-std()-Z" -0.745904225824742
4 "WALKING_UPSTAIRS" "tBodyGyro-std()-Z" -0.695570737073171
9 "WALKING_UPSTAIRS" "tBodyGyro-std()-Z" -0.587557692291458
10 "WALKING_UPSTAIRS" "tBodyGyro-std()-Z" -0.957569497
10 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Z" -0.505981516216239
12 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Z" -0.650750149365591
12 "SITTING" "tBodyGyro-std()-Z" -0.699245741395522
13 "SITTING" "tBodyGyro-std()-Z" -0.643337285033639
18 "SITTING" "tBodyGyro-std()-Z" -0.962330311666667
18 "STANDING" "tBodyGyro-std()-Z" -0.72614680991018
20 "STANDING" "tBodyGyro-std()-Z" -0.579620527478788
20 "LAYING" "tBodyGyro-std()-Z" -0.460843186407692
24 "LAYING" "tBodyGyro-std()-Z" -0.708251676335958
1 "WALKING" "tBodyGyroJerk-mean()-X" -0.0971120197265994
3 "WALKING" "tBodyGyroJerk-mean()-X" -0.0991554609633431
5 "WALKING" "tBodyGyroJerk-mean()-X" -0.103522877147351
6 "WALKING" "tBodyGyroJerk-mean()-X" -0.0919680285336017
6 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-X" -0.0589128557764045
7 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-X" -0.0942037376182662
8 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-X" -0.104969855200356
11 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-X" -0.0805473309873418
14 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-X" -0.100542747126582
14 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-X" -0.109826852532898
15 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-X" -0.0960910108539634
16 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-X" -0.107361614801257
17 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-X" -0.099654922875
17 "SITTING" "tBodyGyroJerk-mean()-X" -0.109084058157187
19 "SITTING" "tBodyGyroJerk-mean()-X" -0.0895939425055556
21 "SITTING" "tBodyGyroJerk-mean()-X" -0.100558317889216
22 "SITTING" "tBodyGyroJerk-mean()-X" -0.106045772136364
22 "STANDING" "tBodyGyroJerk-mean()-X" -0.114427759866748
23 "STANDING" "tBodyGyroJerk-mean()-X" -0.0966990737225806
25 "STANDING" "tBodyGyroJerk-mean()-X" -0.108263884562298
26 "STANDING" "tBodyGyroJerk-mean()-X" -0.0988125627461224
27 "STANDING" "tBodyGyroJerk-mean()-X" -0.0966434086025641
27 "LAYING" "tBodyGyroJerk-mean()-X" -0.0873862322442852
28 "LAYING" "tBodyGyroJerk-mean()-X" -0.0881213551172775
29 "LAYING" "tBodyGyroJerk-mean()-X" -0.100707751809855
30 "LAYING" "tBodyGyroJerk-mean()-X" -0.0926769005274151
2 "WALKING" "tBodyGyroJerk-mean()-X" -0.0875587491668874
4 "WALKING" "tBodyGyroJerk-mean()-X" -0.10509869233866
4 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-X" -0.112213469653659
9 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-X" -0.0892254930640278
10 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-X" -0.0984885261
10 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-X" -0.11062834367265
12 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-X" -0.073416747110215
12 "SITTING" "tBodyGyroJerk-mean()-X" -0.0726924262059701
13 "SITTING" "tBodyGyroJerk-mean()-X" -0.0881182379434251
18 "SITTING" "tBodyGyroJerk-mean()-X" -0.0981970214
18 "STANDING" "tBodyGyroJerk-mean()-X" -0.0940621740320958
20 "STANDING" "tBodyGyroJerk-mean()-X" -0.0953189767722222
20 "LAYING" "tBodyGyroJerk-mean()-X" -0.0945547052108333
24 "LAYING" "tBodyGyroJerk-mean()-X" -0.0998294248142257
1 "WALKING" "tBodyGyroJerk-mean()-Y" -0.0417164808293948
3 "WALKING" "tBodyGyroJerk-mean()-Y" -0.0401923943695015
5 "WALKING" "tBodyGyroJerk-mean()-Y" -0.0490624519374172
6 "WALKING" "tBodyGyroJerk-mean()-Y" -0.0437656755737288
6 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0500700364842697
7 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0414401406082792
8 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0400922240331673
11 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0493914065474684
14 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0414738805316456
14 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0439177837856107
15 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0441270690182012
16 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0416615668939617
17 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0401207685420833
17 "SITTING" "tBodyGyroJerk-mean()-Y" -0.0390296211270938
19 "SITTING" "tBodyGyroJerk-mean()-Y" -0.0383208736670278
21 "SITTING" "tBodyGyroJerk-mean()-Y" -0.0408236141863333
22 "SITTING" "tBodyGyroJerk-mean()-Y" -0.0372238262065657
22 "STANDING" "tBodyGyroJerk-mean()-Y" -0.0404541723047155
23 "STANDING" "tBodyGyroJerk-mean()-Y" -0.0432722741798387
25 "STANDING" "tBodyGyroJerk-mean()-Y" -0.0389884753435208
26 "STANDING" "tBodyGyroJerk-mean()-Y" -0.040476400288852
27 "STANDING" "tBodyGyroJerk-mean()-Y" -0.0395641430128205
27 "LAYING" "tBodyGyroJerk-mean()-Y" -0.0464751059848658
28 "LAYING" "tBodyGyroJerk-mean()-Y" -0.0447972595862042
29 "LAYING" "tBodyGyroJerk-mean()-Y" -0.0464322029527616
30 "LAYING" "tBodyGyroJerk-mean()-Y" -0.0412903779669452
2 "WALKING" "tBodyGyroJerk-mean()-Y" -0.0433986835453642
4 "WALKING" "tBodyGyroJerk-mean()-Y" -0.0410624426912371
4 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0384344734528455
9 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0397344421815972
10 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0386820786833333
10 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Y" -0.043380952132265
12 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0421957057096774
12 "SITTING" "tBodyGyroJerk-mean()-Y" -0.0457374795179104
13 "SITTING" "tBodyGyroJerk-mean()-Y" -0.0440836605146789
18 "SITTING" "tBodyGyroJerk-mean()-Y" -0.0397930495333333
18 "STANDING" "tBodyGyroJerk-mean()-Y" -0.0445622527458084
20 "STANDING" "tBodyGyroJerk-mean()-Y" -0.0424081459060606
20 "LAYING" "tBodyGyroJerk-mean()-Y" -0.0402012429820513
24 "LAYING" "tBodyGyroJerk-mean()-Y" -0.0390749421383202
1 "WALKING" "tBodyGyroJerk-mean()-Z" -0.0471393985477522
3 "WALKING" "tBodyGyroJerk-mean()-Z" -0.0521178264170088
5 "WALKING" "tBodyGyroJerk-mean()-Z" -0.0506258160122517
6 "WALKING" "tBodyGyroJerk-mean()-Z" -0.0571513411507627
6 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0433103259283146
7 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0610307928148701
8 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0582887148366548
11 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0480140167267405
14 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Z" -0.054978679931519
14 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0418610459717213
15 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0555645456881098
16 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0539470410873497
17 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0537865145708333
17 "SITTING" "tBodyGyroJerk-mean()-Z" -0.0504091215649062
19 "SITTING" "tBodyGyroJerk-mean()-Z" -0.0569649444286945
21 "SITTING" "tBodyGyroJerk-mean()-Z" -0.0533861046416422
22 "SITTING" "tBodyGyroJerk-mean()-Z" -0.0543623901222222
22 "STANDING" "tBodyGyroJerk-mean()-Z" -0.0644152729899187
23 "STANDING" "tBodyGyroJerk-mean()-Z" -0.0621959093526344
25 "STANDING" "tBodyGyroJerk-mean()-Z" -0.0555782223647433
26 "STANDING" "tBodyGyroJerk-mean()-Z" -0.0558282743354031
27 "STANDING" "tBodyGyroJerk-mean()-Z" -0.0530710005410256
27 "LAYING" "tBodyGyroJerk-mean()-Z" -0.0600793214
28 "LAYING" "tBodyGyroJerk-mean()-Z" -0.0607680707408115
29 "LAYING" "tBodyGyroJerk-mean()-Z" -0.052785999031686
30 "LAYING" "tBodyGyroJerk-mean()-Z" -0.0493556177875196
2 "WALKING" "tBodyGyroJerk-mean()-Z" -0.0557541828188742
4 "WALKING" "tBodyGyroJerk-mean()-Z" -0.060866534304433
4 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0529863681443902
9 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Z" -0.053402884281875
10 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0560434883966667
10 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0554261378425641
12 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0617431983833333
12 "SITTING" "tBodyGyroJerk-mean()-Z" -0.0515110922703731
13 "SITTING" "tBodyGyroJerk-mean()-Z" -0.0582718748712538
18 "SITTING" "tBodyGyroJerk-mean()-Z" -0.053319608
18 "STANDING" "tBodyGyroJerk-mean()-Z" -0.0571652014122156
20 "STANDING" "tBodyGyroJerk-mean()-Z" -0.0556613228575758
20 "LAYING" "tBodyGyroJerk-mean()-Z" -0.0525724570615385
24 "LAYING" "tBodyGyroJerk-mean()-Z" -0.0552987683401575
1 "WALKING" "tBodyGyroJerk-std()-X" -0.637812687210375
3 "WALKING" "tBodyGyroJerk-std()-X" -0.689328428607038
5 "WALKING" "tBodyGyroJerk-std()-X" -0.662581310334437
6 "WALKING" "tBodyGyroJerk-std()-X" -0.739023005
6 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.0342001184382022
7 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.701731200484416
8 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.674984452240214
11 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.781738140601266
14 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.981309872025316
14 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.723150613606557
15 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.731382711036585
16 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.858298719153005
17 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.992357467708333
17 "SITTING" "tBodyGyroJerk-std()-X" -0.75779255871875
19 "SITTING" "tBodyGyroJerk-std()-X" -0.618836206634444
21 "SITTING" "tBodyGyroJerk-std()-X" -0.792483156720588
22 "SITTING" "tBodyGyroJerk-std()-X" -0.760885591313131
22 "STANDING" "tBodyGyroJerk-std()-X" -0.625212511333333
23 "STANDING" "tBodyGyroJerk-std()-X" -0.728692138333333
25 "STANDING" "tBodyGyroJerk-std()-X" -0.768682473178484
26 "STANDING" "tBodyGyroJerk-std()-X" -0.732321370690816
27 "STANDING" "tBodyGyroJerk-std()-X" -0.992694551282051
27 "LAYING" "tBodyGyroJerk-std()-X" -0.776155496711409
28 "LAYING" "tBodyGyroJerk-std()-X" -0.720515676293194
29 "LAYING" "tBodyGyroJerk-std()-X" -0.736117664139535
30 "LAYING" "tBodyGyroJerk-std()-X" -0.780636429556136
2 "WALKING" "tBodyGyroJerk-std()-X" -0.671679103311258
4 "WALKING" "tBodyGyroJerk-std()-X" -0.77847958572165
4 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.637528066829268
9 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.7617108665625
10 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.978483352166667
10 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.632669178589744
12 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.772069692150538
12 "SITTING" "tBodyGyroJerk-std()-X" -0.623189590291045
13 "SITTING" "tBodyGyroJerk-std()-X" -0.715772980189602
18 "SITTING" "tBodyGyroJerk-std()-X" -0.976198165666667
18 "STANDING" "tBodyGyroJerk-std()-X" -0.830920002934132
20 "STANDING" "tBodyGyroJerk-std()-X" -0.733941115257576
20 "LAYING" "tBodyGyroJerk-std()-X" -0.653186069490385
24 "LAYING" "tBodyGyroJerk-std()-X" -0.764490030609974
1 "WALKING" "tBodyGyroJerk-std()-Y" -0.634472244550432
3 "WALKING" "tBodyGyroJerk-std()-Y" -0.842659862111437
5 "WALKING" "tBodyGyroJerk-std()-Y" -0.774114270364238
6 "WALKING" "tBodyGyroJerk-std()-Y" -0.82004406309322
6 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.300014548011236
7 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.674920114957468
8 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.683086930288968
11 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.868377254082279
14 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.982321302658228
14 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.60583333504918
15 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.853956592073171
16 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.86957312057377
17 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.993025651041667
17 "SITTING" "tBodyGyroJerk-std()-Y" -0.80093311453125
19 "SITTING" "tBodyGyroJerk-std()-Y" -0.725991380623889
21 "SITTING" "tBodyGyroJerk-std()-Y" -0.815859336004902
22 "SITTING" "tBodyGyroJerk-std()-Y" -0.898549452979798
22 "STANDING" "tBodyGyroJerk-std()-Y" -0.797747537235772
23 "STANDING" "tBodyGyroJerk-std()-Y" -0.546043593651882
25 "STANDING" "tBodyGyroJerk-std()-Y" -0.902628080757946
26 "STANDING" "tBodyGyroJerk-std()-Y" -0.836112175331633
27 "STANDING" "tBodyGyroJerk-std()-Y" -0.993396012564102
27 "LAYING" "tBodyGyroJerk-std()-Y" -0.796468156174497
28 "LAYING" "tBodyGyroJerk-std()-Y" -0.825038783246073
29 "LAYING" "tBodyGyroJerk-std()-Y" -0.853639613139535
30 "LAYING" "tBodyGyroJerk-std()-Y" -0.79894807305483
2 "WALKING" "tBodyGyroJerk-std()-Y" -0.783595466728477
4 "WALKING" "tBodyGyroJerk-std()-Y" -0.911436316752577
4 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.888412003333333
9 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.773273878854167
10 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.983924353
10 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.713441119059829
12 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.829185586182796
12 "SITTING" "tBodyGyroJerk-std()-Y" -0.786312781716418
13 "SITTING" "tBodyGyroJerk-std()-Y" -0.718988591831804
18 "SITTING" "tBodyGyroJerk-std()-Y" -0.991806091
18 "STANDING" "tBodyGyroJerk-std()-Y" -0.874371824640719
20 "STANDING" "tBodyGyroJerk-std()-Y" -0.716353299126263
20 "LAYING" "tBodyGyroJerk-std()-Y" -0.643573137512821
24 "LAYING" "tBodyGyroJerk-std()-Y" -0.792718702440945
1 "WALKING" "tBodyGyroJerk-std()-Z" -0.664591977786455
3 "WALKING" "tBodyGyroJerk-std()-Z" -0.743028500565982
5 "WALKING" "tBodyGyroJerk-std()-Z" -0.564680771249007
6 "WALKING" "tBodyGyroJerk-std()-Z" -0.70638507157161
6 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Z" -0.0509923894251685
7 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Z" -0.750808705594156
8 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Z" -0.695970301754448
11 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Z" -0.795490882468355
14 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Z" -0.986841167088608
14 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.525451416913115
15 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.795626198384146
16 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.837039926065574
17 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.993543291041667
17 "SITTING" "tBodyGyroJerk-std()-Z" -0.7804575046875
19 "SITTING" "tBodyGyroJerk-std()-Z" -0.686684583831583
21 "SITTING" "tBodyGyroJerk-std()-Z" -0.812017312181373
22 "SITTING" "tBodyGyroJerk-std()-Z" -0.790942774393939
22 "STANDING" "tBodyGyroJerk-std()-Z" -0.663925946674797
23 "STANDING" "tBodyGyroJerk-std()-Z" -0.740518145887097
25 "STANDING" "tBodyGyroJerk-std()-Z" -0.831848667286064
26 "STANDING" "tBodyGyroJerk-std()-Z" -0.773101524821429
27 "STANDING" "tBodyGyroJerk-std()-Z" -0.992933121025641
